,power,Wind,GridAvailability,SolarGen
123,22,0.315,1,0
124,22,0.302,1,0
125,22,0.291,0,0
126,27,0.274,1,0
127,151.5,0.235,1,0.114
128,134,0.249,1,0.34
129,132,0.267,0,0.552
130,33,0.256,0,0.659
131,28,0.253,0,0.72
132,33.5,0.262,1,0.684
133,52,0.285,0,0.59
134,64,0.326,1,0.452
135,47.5,0.367,1,0.312
136,46,0.386,1,0.164
137,64.5,0.403,0,0.011
138,65,0.408,1,0
139,45.5,0.404,1,0
140,44,0.391,1,0
141,35.5,0.382,1,0
142,27,0.374,1,0
143,28,0.377,1,0
144,29,0.397,1,0
145,31.5,0.399,1,0
146,28,0.404,1,0
147,23,0.404,1,0
148,21,0.395,1,0
149,20,0.393,0,0
150,29,0.391,1,0
151,36,0.379,1,0.165
152,30.5,0.419,1,0.407
153,36,0.461,0,0.592
154,37,0.511,0,0.714
155,36.5,0.57,0,0.772
156,53.5,0.616,0,0.765
157,157.5,0.638,0,0.707
158,281.5,0.652,1,0.588
159,168,0.654,1,0.406
160,63,0.639,1,0.173
161,64,0.584,1,0.009
162,63,0.527,1,0
163,69,0.507,0,0
164,166.5,0.494,1,0
165,133,0.498,1,0
166,24,0.493,1,0
167,26,0.498,0,0
0,23,0.847,0,0
1,21.5,0.794,0,0
2,23,0.752,1,0
3,21,0.718,0,0
4,23,0.689,0,0
5,23,0.664,0,0
6,259,0.649,1,0
7,144,0.627,1,0.14
8,27,0.628,1,0.377
9,29,0.651,1,0.568
10,32.5,0.71,1,0.691
11,45,0.805,1,0.75
12,45,0.891,1,0.688
13,42.5,0.941,1,0.635
14,41,0.966,1,0.525
15,49.5,0.972,1,0.331
16,50,0.972,0,0.133
17,61.5,0.97,1,0.007
18,59.5,0.971,1,0
19,57.5,0.971,1,0
20,166.5,0.977,1,0
21,41,0.982,1,0
22,27,0.983,1,0
23,28,0.984,1,0
24,20,0.983,1,0
25,22,0.98,1,0
26,23.5,0.975,1,0
27,21,0.968,1,0
28,22,0.961,1,0
29,22,0.948,1,0
30,25,0.934,0,0
31,30,0.933,0,0.161
32,236.5,0.948,1,0.406
33,37,0.962,1,0.53
34,31.5,0.968,0,0.662
35,43.5,0.973,0,0.73
36,56,0.972,1,0.737
37,59,0.965,0,0.692
38,33.5,0.954,1,0.587
39,142,0.943,0,0.419
40,60,0.924,1,0.196
41,69.5,0.889,1,0.014
42,70.5,0.847,1,0
43,58,0.82,0,0
44,60,0.807,1,0
45,127,0.803,0,0
46,32,0.797,1,0
47,31,0.8,1,0
48,22,0.82,1,0
49,23,0.827,0,0
50,27,0.832,0,0
51,22,0.835,1,0
52,21,0.836,1,0
53,22,0.822,1,0
54,28,0.797,1,0
55,265,0.783,0,0.171
56,149,0.83,1,0.411
57,38.5,0.856,1,0.594
58,34,0.849,1,0.71
59,30,0.84,1,0.764
60,40,0.829,1,0.723
61,66,0.817,1,0.673
62,56.5,0.808,0,0.562
63,65,0.801,1,0.346
64,63,0.783,1,0.139
65,46.5,0.75,1,0.009
66,35.5,0.724,1,0
67,67,0.713,1,0
68,62.5,0.705,0,0
69,137.5,0.697,1,0
70,30,0.674,1,0
71,29,0.64,0,0
72,23,0.605,1,0
73,21,0.575,1,0
74,20,0.554,0,0
75,20,0.533,1,0
76,21,0.515,1,0
77,22,0.459,1,0
78,24,0.413,1,0
79,30,0.391,1,0.153
80,30,0.49,1,0.396
81,145.5,0.541,1,0.554
82,33,0.521,1,0.688
83,35,0.492,0,0.756
84,37.5,0.465,0,0.753
85,35,0.443,0,0.709
86,35,0.428,1,0.607
87,69,0.41,0,0.44
88,74,0.38,1,0.211
89,70.5,0.35,0,0.017
90,53.5,0.341,1,0
91,165,0.315,1,0
92,67.5,0.294,1,0
93,40.5,0.271,1,0
94,30,0.264,0,0
95,32,0.26,1,0
96,23,0.26,1,0
97,26,0.263,1,0
98,20,0.265,1,0
99,20,0.271,1,0
100,21,0.275,0,0
101,22,0.268,1,0
102,28,0.262,1,0
103,35,0.256,1,0.192
104,33,0.335,0,0.438
105,133,0.395,1,0.62
106,35.5,0.409,1,0.734
107,51.5,0.425,1,0.791
108,74.5,0.451,1,0.802
109,56.5,0.482,1,0.753
110,41,0.513,1,0.648
111,153,0.52,1,0.468
112,37,0.475,1,0.237
113,59,0.389,1,0.023
114,66,0.342,1,0
115,43.5,0.318,0,0
116,150.5,0.284,0,0
117,33.5,0.257,1,0
118,30,0.243,1,0
119,31,0.288,1,0
120,22,0.307,0,0
121,22,0.307,1,0
122,20,0.298,1,0
123,22,0.315,1,0
124,21,0.302,1,0
125,22,0.291,0,0
126,26,0.274,1,0.001
127,141,0.235,1,0.228
128,134,0.249,1,0.477
129,130,0.267,1,0.658
130,35,0.256,0,0.77
131,48,0.253,0,0.825
132,57,0.262,1,0.82
133,36.5,0.285,1,0.769
134,39.5,0.326,0,0.661
135,73,0.367,1,0.489
136,60,0.386,1,0.251
137,44.5,0.403,0,0.025
138,52.5,0.408,1,0
139,42,0.404,0,0
140,34,0.391,1,0
141,28.5,0.382,1,0
142,31,0.374,1,0
143,29,0.377,0,0
144,22,0.397,1,0
145,27.5,0.399,0,0
146,25,0.404,0,0
147,20,0.404,0,0
148,21,0.395,1,0
149,21,0.393,1,0
150,22,0.391,1,0.001
151,28.5,0.379,1,0.186
152,236,0.419,1,0.435
153,37,0.461,1,0.617
154,33,0.511,1,0.709
155,41,0.57,1,0.716
156,40,0.616,1,0.714
157,42.5,0.638,0,0.655
158,42.5,0.652,1,0.532
159,278.5,0.654,1,0.363
160,167.5,0.639,1,0.174
161,47.5,0.584,1,0.014
162,61.5,0.527,1,0
163,71.5,0.507,1,0
164,72,0.494,1,0
165,36.5,0.498,0,0
166,32,0.493,0,0
167,32,0.498,1,0
0,27.5,0.847,1,0
1,28,0.794,1,0
2,24.5,0.752,0,0
3,21,0.718,1,0
4,21,0.689,1,0
5,21,0.664,1,0
6,24,0.649,1,0.002
7,27.5,0.627,1,0.241
8,260.5,0.628,0,0.487
9,245.5,0.651,1,0.667
10,33,0.71,1,0.78
11,26,0.805,1,0.837
12,28,0.891,1,0.834
13,27,0.941,0,0.786
14,51.5,0.966,0,0.681
15,60,0.972,0,0.512
16,76,0.972,1,0.275
17,72,0.97,1,0.034
18,76.5,0.971,1,0
19,153.5,0.971,1,0
20,58,0.977,0,0
21,35,0.982,1,0
22,23,0.983,1,0
23,22,0.984,1,0
24,23,0.983,1,0
25,23,0.98,1,0
26,25,0.975,0,0
