,power,Wind,GridAvailability,SolarGen
154,7.5,0.511,0,0.622
155,2.5,0.57,0,0.663
156,0,0.616,0,0.731
157,0,0.638,1,0.674
158,42.5,0.652,1,0.521
159,25,0.654,0,0.343
160,2.5,0.639,1,0.154
161,0,0.584,1,0.003
162,20,0.527,1,0
163,75,0.507,1,0
164,55,0.494,0,0
165,23.5,0.498,1,0
166,21,0.493,1,0
167,0,0.498,1,0
0,0,0.847,1,0
1,2.5,0.794,0,0
2,0,0.752,1,0
3,0,0.718,1,0
4,0,0.689,0,0
5,0,0.664,1,0
6,6,0.649,1,0
7,21,0.627,1,0.112
8,12,0.628,0,0.32
9,5,0.651,1,0.48
10,5,0.71,1,0.619
11,0,0.805,1,0.661
12,0,0.891,0,0.63
13,0,0.941,1,0.592
14,20,0.966,1,0.539
15,65,0.972,0,0.368
16,45,0.972,1,0.149
17,22.5,0.97,1,0.003
18,15,0.971,1,0
19,35,0.971,1,0
20,35.5,0.977,1,0
21,30,0.982,0,0
22,24,0.983,1,0
23,0,0.984,1,0
24,6,0.983,0,0
25,3,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,3,0.961,0,0
29,6,0.948,1,0
30,12,0.934,1,0
31,24,0.933,1,0.077
32,9,0.948,1,0.28
33,0,0.962,0,0.5
34,0,0.968,1,0.654
35,0,0.973,0,0.725
36,42.5,0.972,0,0.726
37,45,0.965,1,0.674
38,22.5,0.954,0,0.563
39,40,0.943,0,0.388
40,62.5,0.924,1,0.164
41,10,0.889,1,0.004
42,22.5,0.847,1,0
43,18,0.82,0,0
44,21,0.807,1,0
45,24,0.803,1,0
46,24,0.797,1,0
47,6,0.8,1,0
48,0,0.82,0,0
49,0,0.827,1,0
50,6,0.832,0,0
51,3,0.835,1,0
52,3,0.836,1,0
53,3,0.822,0,0
54,9,0.797,0,0
55,21,0.783,1,0.054
56,12,0.83,1,0.172
57,8.5,0.856,1,0.317
58,14.5,0.849,1,0.477
59,26,0.84,1,0.57
60,52,0.829,0,0.577
61,45,0.817,1,0.533
62,22.5,0.808,1,0.494
63,2.5,0.801,1,0.373
64,5,0.783,1,0.169
65,25,0.75,1,0.005
66,60,0.724,1,0
67,41,0.713,1,0
68,29,0.705,1,0
69,23.5,0.697,1,0
70,9,0.674,1,0
71,0,0.64,1,0
72,8.5,0.605,0,0
73,8.5,0.575,1,0
74,3,0.554,1,0
75,0,0.533,1,0
76,0,0.515,1,0
77,0,0.459,0,0
78,12,0.413,1,0
79,12,0.391,1,0.095
80,9,0.49,1,0.355
81,0,0.541,1,0.593
82,5,0.521,0,0.716
83,2.5,0.492,1,0.767
84,20,0.465,0,0.75
85,0,0.443,1,0.711
86,8.5,0.428,1,0.612
87,11,0.41,0,0.442
88,45,0.38,1,0.206
89,45,0.35,1,0.008
90,41,0.341,1,0
91,39.5,0.315,1,0
92,37.5,0.294,1,0
93,21,0.271,0,0
94,24,0.264,0,0
95,12,0.26,1,0
96,6,0.26,1,0
97,6,0.263,0,0
98,0,0.265,1,0
99,0,0.271,1,0
100,3,0.275,1,0
101,6,0.268,0,0
102,18,0.262,1,0
103,18,0.256,1,0.182
104,14.5,0.335,1,0.434
105,5,0.395,1,0.622
106,6,0.409,1,0.738
107,12,0.425,1,0.792
108,6,0.451,1,0.777
109,25,0.482,1,0.726
110,47.5,0.513,0,0.616
111,40,0.52,1,0.426
112,40,0.475,1,0.191
113,22.5,0.389,1,0.007
114,57,0.342,1,0
115,34,0.318,0,0
116,26.5,0.284,1,0
117,24,0.257,1,0
118,21,0.243,1,0
119,0,0.288,1,0
120,0,0.307,1,0
121,8.5,0.307,0,0
122,3,0.298,0,0
123,6,0.315,0,0
124,0,0.302,1,0
125,0,0.291,1,0
126,12,0.274,1,0
127,24,0.235,0,0.192
128,12,0.249,1,0.448
129,0,0.267,0,0.636
130,2.5,0.256,1,0.752
131,5,0.253,1,0.807
132,5,0.262,0,0.787
133,5,0.285,1,0.736
134,25,0.326,1,0.627
135,42.5,0.367,1,0.447
136,25,0.386,1,0.205
137,40,0.403,1,0.008
138,58,0.408,1,0
139,33,0.404,1,0
140,24,0.391,1,0
141,21,0.382,0,0
142,18,0.374,1,0
143,0,0.377,1,0
144,3,0.397,1,0
145,3,0.399,1,0
146,0,0.404,1,0
147,0,0.404,0,0
148,6,0.395,1,0
149,6,0.393,0,0
150,12,0.391,0,0
151,21,0.379,1,0.141
152,12,0.419,0,0.417
153,6,0.461,1,0.594
154,12,0.511,1,0.698
155,6,0.57,0,0.756
156,0,0.616,1,0.779
157,40,0.638,0,0.731
158,60,0.652,1,0.616
159,0,0.654,1,0.416
160,0,0.639,1,0.174
161,5,0.584,0,0.006
162,19.5,0.527,1,0
163,25.5,0.507,1,0
164,31,0.494,1,0
165,26.5,0.498,1,0
166,21,0.493,1,0
167,0,0.498,1,0
0,0,0.847,1,0
1,0,0.794,0,0
2,0,0.752,1,0
3,0,0.718,1,0
4,0,0.689,1,0
5,0,0.664,1,0
6,24,0.649,0,0
7,24,0.627,0,0.105
8,12,0.628,1,0.232
9,0,0.651,1,0.462
10,0,0.71,1,0.694
11,0,0.805,1,0.763
12,0,0.891,0,0.739
13,0,0.941,0,0.688
14,5,0.966,1,0.574
15,5,0.972,1,0.381
16,87.5,0.972,0,0.156
17,87.5,0.97,1,0.005
18,102.5,0.971,1,0
19,43.5,0.971,1,0
20,35,0.977,0,0
21,24,0.982,1,0
22,21,0.983,1,0
23,0,0.984,1,0
24,0,0.983,1,0
25,0,0.98,1,0
26,0,0.975,1,0
27,0,0.968,1,0
28,0,0.961,1,0
29,0,0.948,1,0
30,15,0.934,0,0
31,35,0.933,1,0.128
32,23,0.948,0,0.364
33,0,0.962,1,0.524
34,2.5,0.968,0,0.645
35,7.5,0.973,1,0.706
36,5,0.972,1,0.714
37,0,0.965,1,0.663
38,52,0.954,0,0.551
39,52,0.943,1,0.367
40,45,0.924,1,0.15
41,25,0.889,1,0.006
42,23,0.847,1,0
43,18,0.82,1,0
44,15,0.807,1,0
45,18,0.803,0,0
46,18,0.797,0,0
47,0,0.8,1,0
48,0,0.82,0,0
49,3,0.827,0,0
50,3,0.832,1,0
51,0,0.835,1,0
52,0,0.836,1,0
53,3,0.822,0,0
54,15,0.797,1,0
55,21,0.783,1,0.163
56,12,0.83,1,0.411
57,10,0.856,1,0.599
58,22,0.849,0,0.716
59,27.5,0.84,1,0.772
60,47.5,0.829,1,0.761
61,22.5,0.817,1,0.71
62,0,0.808,1,0.599
63,0,0.801,1,0.398
64,2.5,0.783,1,0.17
65,0,0.75,0,0.008
66,24,0.724,1,0
67,64,0.713,0,0
68,44,0.705,0,0
69,36,0.697,1,0
70,30,0.674,1,0
71,0,0.64,1,0
72,0,0.605,1,0
73,2.5,0.575,1,0
74,0,0.554,1,0
75,0,0.533,0,0
76,0,0.515,1,0
77,0,0.459,1,0
78,9,0.413,1,0
79,15,0.391,1,0.228
80,15,0.49,1,0.475
81,12,0.541,1,0.659
82,11,0.521,1,0.769
83,11,0.492,1,0.823
84,0,0.465,1,0.808
85,20,0.443,1,0.759
86,40,0.428,1,0.651
87,45,0.41,0,0.477
88,20,0.38,0,0.234
89,2.5,0.35,1,0.015
90,66,0.341,1,0
91,66.5,0.315,1,0
92,26,0.294,0,0
93,23.5,0.271,0,0
94,21,0.264,0,0
95,0,0.26,1,0
96,0,0.26,1,0
97,0,0.263,0,0
98,0,0.265,1,0
99,6,0.271,1,0
100,6,0.275,1,0
101,0,0.268,1,0
102,18,0.262,0,0
103,24,0.256,0,0.19
104,21,0.335,0,0.439
105,11,0.395,0,0.632
106,0,0.409,0,0.74
107,22.5,0.425,1,0.798
108,45,0.451,0,0.806
109,42.5,0.482,1,0.764
110,22.5,0.513,0,0.658
111,5,0.52,1,0.467
112,42.5,0.475,1,0.23
113,0,0.389,1,0.015
114,9,0.342,1,0
115,63.5,0.318,1,0
116,23,0.284,1,0
117,21,0.257,1,0
118,24,0.243,0,0
119,0,0.288,1,0
120,0,0.307,1,0
121,3,0.307,1,0
122,3,0.298,1,0
123,3,0.315,1,0
124,3,0.302,1,0
125,0,0.291,0,0
126,15,0.274,1,0
127,24,0.235,1,0.114
128,9,0.249,1,0.34
129,6,0.267,0,0.552
130,12,0.256,0,0.659
131,0,0.253,0,0.72
132,0,0.262,1,0.684
133,2.5,0.285,0,0.59
134,42.5,0.326,1,0.452
135,45,0.367,1,0.312
136,59.5,0.386,1,0.164
137,93.5,0.403,0,0.011
138,31,0.408,1,0
139,20,0.404,1,0
140,17,0.391,1,0
141,15,0.382,1,0
142,18,0.374,1,0
143,0,0.377,1,0
144,0,0.397,1,0
145,6,0.399,1,0
146,0,0.404,1,0
147,3,0.404,1,0
148,6,0.395,1,0
149,3,0.393,0,0
150,18,0.391,1,0
151,26.5,0.379,1,0.165
152,14,0.419,1,0.407
153,7.5,0.461,0,0.592
154,5,0.511,0,0.714
155,2.5,0.57,0,0.772
156,10,0.616,0,0.765
157,25,0.638,0,0.707
158,40,0.652,1,0.588
159,40,0.654,1,0.406
160,42.5,0.639,1,0.173
161,20,0.584,1,0.009
162,21,0.527,1,0
163,24,0.507,0,0
164,18,0.494,1,0
165,18,0.498,1,0
166,15,0.493,1,0
167,0,0.498,0,0
0,0,0.847,0,0
1,0,0.794,0,0
2,0,0.752,1,0
3,3,0.718,0,0
4,6,0.689,0,0
5,3,0.664,0,0
6,15,0.649,1,0
7,27,0.627,1,0.14
8,18,0.628,1,0.377
9,0,0.651,1,0.568
10,0,0.71,1,0.691
11,10,0.805,1,0.75
12,7.5,0.891,1,0.688
13,22.5,0.941,1,0.635
14,65,0.966,1,0.525
15,5,0.972,1,0.331
16,2.5,0.972,0,0.133
17,40,0.97,1,0.007
18,54.5,0.971,1,0
19,40.5,0.971,1,0
20,41,0.977,1,0
21,24,0.982,1,0
22,36,0.983,1,0
23,12,0.984,1,0
24,0,0.983,1,0
25,6,0.98,1,0
26,3,0.975,1,0
27,0,0.968,1,0
28,6,0.961,1,0
29,3,0.948,1,0
30,12,0.934,0,0
31,20.5,0.933,0,0.161
32,9,0.948,1,0.406
33,2.5,0.962,1,0.53
34,5,0.968,0,0.662
35,2.5,0.973,0,0.73
36,14.5,0.972,1,0.737
37,5,0.965,0,0.692
38,27.5,0.954,1,0.587
39,54.5,0.943,0,0.419
40,32,0.924,1,0.196
41,0,0.889,1,0.014
42,18,0.847,1,0
43,26,0.82,0,0
44,46,0.807,1,0
45,24,0.803,0,0
46,21,0.797,1,0
47,0,0.8,1,0
48,0,0.82,1,0
49,6,0.827,0,0
50,0,0.832,0,0
51,3,0.835,1,0
52,3,0.836,1,0
53,0,0.822,1,0
54,18,0.797,1,0
55,18,0.783,0,0.171
56,14.5,0.83,1,0.411
57,5,0.856,1,0.594
58,2.5,0.849,1,0.71
59,0,0.84,1,0.764
60,5,0.829,1,0.723
61,0,0.817,1,0.673
62,2.5,0.808,0,0.562
63,45,0.801,1,0.346
64,42.5,0.783,1,0.139
65,22.5,0.75,1,0.009
66,51.5,0.724,1,0
67,15,0.713,1,0
68,21,0.705,0,0
69,21,0.697,1,0
70,18,0.674,1,0
71,0,0.64,0,0
72,5,0.605,1,0
73,2.5,0.575,1,0
74,0,0.554,0,0
75,0,0.533,1,0
76,0,0.515,1,0
77,0,0.459,1,0
78,9,0.413,1,0
79,24,0.391,1,0.153
80,12,0.49,1,0.396
81,0,0.541,1,0.554
82,0,0.521,1,0.688
83,0,0.492,0,0.756
84,0,0.465,0,0.753
85,42.5,0.443,0,0.709
86,85,0.428,1,0.607
87,22.5,0.41,0,0.44
88,5,0.38,1,0.211
89,0,0.35,0,0.017
90,40,0.341,1,0
91,60,0.315,1,0
92,32.5,0.294,1,0
93,30,0.271,1,0
94,24,0.264,0,0
95,12,0.26,1,0
96,0,0.26,1,0
97,0,0.263,1,0
98,0,0.265,1,0
99,0,0.271,1,0
100,0,0.275,0,0
101,0,0.268,1,0
102,18,0.262,1,0
103,24,0.256,1,0.192
104,14.5,0.335,0,0.438
105,11,0.395,1,0.62
106,12,0.409,1,0.734
107,6,0.425,1,0.791
108,0,0.451,1,0.802
109,5,0.482,1,0.753
110,5,0.513,1,0.648
111,40,0.52,1,0.468
112,85,0.475,1,0.237
113,85,0.389,1,0.023
114,63,0.342,1,0
115,26.5,0.318,0,0
116,18,0.284,0,0
117,18,0.257,1,0
118,24,0.243,1,0
119,0,0.288,1,0
120,0,0.307,0,0
121,6,0.307,1,0
122,3,0.298,1,0
123,3,0.315,1,0
124,6,0.302,1,0
125,0,0.291,0,0
126,6,0.274,1,0.001
127,20.5,0.235,1,0.228
128,26,0.249,1,0.477
129,8.5,0.267,1,0.658
130,2.5,0.256,0,0.77
131,5,0.253,0,0.825
132,20,0.262,1,0.82
133,22.5,0.285,1,0.769
134,5,0.326,0,0.661
135,5,0.367,1,0.489
136,42.5,0.386,1,0.251
137,20,0.403,0,0.025
138,12,0.408,1,0
139,26.5,0.404,0,0
140,46.5,0.391,1,0
141,24,0.382,1,0
142,24,0.374,1,0
143,0,0.377,0,0
144,0,0.397,1,0
145,0,0.399,0,0
146,0,0.404,0,0
147,0,0.404,0,0
148,0,0.395,1,0
149,0,0.393,1,0
150,21,0.391,1,0.001
151,20.5,0.379,1,0.186
152,13.5,0.419,1,0.435
153,5,0.461,1,0.617
154,5,0.511,1,0.709
155,0,0.57,1,0.716
156,0,0.616,1,0.714
157,40,0.638,0,0.655
158,60,0.652,1,0.532
159,45,0.654,1,0.363
160,2.5,0.639,1,0.174
161,2.5,0.584,1,0.014
162,31.5,0.527,1,0
163,17,0.507,1,0
164,17.5,0.494,1,0
165,36,0.498,0,0
166,24,0.493,0,0
167,0,0.498,1,0
0,0,0.847,1,0
1,0,0.794,1,0
2,0,0.752,0,0
3,0,0.718,1,0
4,0,0.689,1,0
5,0,0.664,1,0
6,15,0.649,1,0.002
7,15,0.627,1,0.241
8,9,0.628,0,0.487
9,0,0.651,1,0.667
10,2.5,0.71,1,0.78
11,0,0.805,1,0.837
12,40,0.891,1,0.834
13,42.5,0.941,0,0.786
14,16,0.966,0,0.681
15,13.5,0.972,0,0.512
16,22.5,0.972,1,0.275
17,50,0.97,1,0.034
18,69,0.971,1,0
19,64,0.971,1,0
20,21,0.977,0,0
21,15,0.982,1,0
22,21,0.983,1,0
23,0,0.984,1,0
24,6,0.983,1,0
25,0,0.98,1,0
26,0,0.975,0,0
27,0,0.968,1,0
28,6,0.961,1,0
29,6,0.948,1,0
30,12,0.934,1,0.002
31,18,0.933,1,0.228
32,12,0.948,0,0.475
33,5,0.962,1,0.64
34,0,0.968,1,0.755
35,0,0.973,0,0.811
36,5,0.972,0,0.814
37,42.5,0.965,1,0.763
38,46,0.954,1,0.655
39,32,0.943,1,0.473
40,2.5,0.924,1,0.238
41,42.5,0.889,1,0.025
42,58,0.847,1,0
43,54,0.82,1,0
44,54,0.807,1,0
45,24,0.803,0,0
