,Unnamed: 0,Wind,GridAvailability,SolarGen,GridUnavailability,Demand AC,Demand DC
119,119,0.28800000000000003,1,0.0,0,105.0,0.0
120,120,0.307,1,0.0,0,90.0,0.0
121,121,0.307,0,0.0,1,0.0,87.0
122,122,0.298,1,0.0,0,81.0,0.0
123,123,0.315,1,0.0,0,75.0,0.0
124,124,0.302,1,0.0,0,81.0,0.0
125,125,0.29100000000000004,1,0.0,0,78.0,0.0
126,126,0.274,1,0.0,0,84.0,0.0
127,127,0.235,1,0.07200000000000001,0,340.0,0.0
128,128,0.249,0,0.299,1,0.0,593.0
129,129,0.267,1,0.506,0,87.0,0.0
130,130,0.256,1,0.639,0,90.0,0.0
131,131,0.253,1,0.701,0,107.0,0.0
132,132,0.262,1,0.6829999999999999,0,124.5,0.0
133,133,0.285,1,0.628,0,143.5,0.0
134,134,0.326,1,0.509,0,171.0,0.0
135,135,0.3670000000000001,0,0.306,1,0.0,223.0
136,136,0.386,1,0.1,0,247.0,0.0
137,137,0.403,1,0.0,0,157.0,0.0
138,138,0.408,1,0.0,0,165.5,0.0
139,139,0.404,0,0.0,1,0.0,590.5
140,140,0.391,1,0.0,0,428.0,0.0
141,141,0.382,1,0.0,0,136.5,0.0
142,142,0.374,1,0.0,0,102.0,0.0
143,143,0.377,0,0.0,1,0.0,73.5
144,144,0.397,0,0.0,1,0.0,75.0
145,145,0.399,1,0.0,0,80.0,0.0
146,146,0.404,1,0.0,0,83.5,0.0
147,147,0.404,1,0.0,0,81.0,0.0
148,148,0.395,1,0.0,0,75.0,0.0
149,149,0.393,1,0.0,0,78.0,0.0
150,150,0.391,1,0.0,0,81.0,0.0
151,151,0.379,1,0.099,0,96.0,0.0
152,152,0.419,1,0.35200000000000004,0,111.0,0.0
153,153,0.461,1,0.56,0,120.0,0.0
154,154,0.511,1,0.6940000000000001,0,123.0,0.0
155,155,0.57,1,0.76,0,101.5,0.0
156,156,0.616,1,0.748,0,94.0,0.0
157,157,0.638,1,0.6970000000000001,0,75.0,0.0
158,158,0.652,0,0.581,1,0.0,347.5
159,159,0.654,0,0.398,1,0.0,629.5
160,160,0.639,1,0.153,0,353.5,0.0
161,161,0.584,1,0.001,0,180.5,0.0
162,162,0.527,1,0.0,0,146.0,0.0
163,163,0.507,1,0.0,0,541.5,0.0
164,164,0.494,1,0.0,0,160.0,0.0
165,165,0.498,0,0.0,1,0.0,313.5
166,166,0.493,1,0.0,0,105.0,0.0
167,167,0.498,1,0.0,0,108.0,0.0
168,0,0.847,1,0.0,0,75.0,0.0
169,1,0.794,1,0.0,0,80.5,0.0
170,2,0.752,1,0.0,0,91.5,0.0
171,3,0.718,0,0.0,1,0.0,81.0
172,4,0.6890000000000001,1,0.0,0,81.0,0.0
173,5,0.664,1,0.0,0,78.0,0.0
174,6,0.649,1,0.0,0,84.0,0.0
175,7,0.627,1,0.1,0,105.0,0.0
176,8,0.628,1,0.35,0,123.0,0.0
177,9,0.6509999999999999,1,0.544,0,114.0,0.0
178,10,0.71,1,0.6709999999999999,0,125.0,0.0
179,11,0.805,0,0.732,1,0.0,120.5
180,12,0.8909999999999999,0,0.7090000000000001,1,0.0,129.0
181,13,0.941,1,0.654,0,160.0,0.0
182,14,0.966,1,0.532,0,135.0,0.0
183,15,0.972,1,0.305,0,437.0,0.0
184,16,0.972,0,0.098,1,0.0,395.0
185,17,0.97,1,0.0,0,125.0,0.0
186,18,0.971,1,0.0,0,99.0,0.0
187,19,0.971,1,0.0,0,607.5,0.0
188,20,0.977,1,0.0,0,430.0,0.0
189,21,0.982,1,0.0,0,84.5,0.0
190,22,0.983,1,0.0,0,111.0,0.0
191,23,0.984,0,0.0,1,0.0,105.0
192,24,0.983,0,0.0,1,0.0,75.0
193,25,0.98,1,0.0,0,81.0,0.0
194,26,0.975,1,0.0,0,81.0,0.0
195,27,0.968,1,0.0,0,84.0,0.0
196,28,0.961,1,0.0,0,87.0,0.0
197,29,0.948,0,0.0,1,0.0,81.0
198,30,0.934,1,0.0,0,355.0,0.0
199,31,0.933,0,0.076,1,0.0,358.0
200,32,0.948,1,0.301,0,104.0,0.0
201,33,0.962,0,0.509,1,0.0,103.0
202,34,0.968,0,0.6409999999999999,1,0.0,98.0
203,35,0.973,1,0.706,0,104.5,0.0
204,36,0.972,1,0.698,0,127.0,0.0
205,37,0.965,1,0.645,0,128.5,0.0
206,38,0.954,1,0.527,0,162.5,0.0
207,39,0.943,1,0.342,0,196.0,0.0
208,40,0.924,0,0.119,1,0.0,173.0
209,41,0.889,1,0.0,0,184.5,0.0
210,42,0.847,1,0.0,0,185.0,0.0
211,43,0.82,0,0.0,1,0.0,347.0
212,44,0.807,1,0.0,0,198.5,0.0
213,45,0.8029999999999999,1,0.0,0,342.5,0.0
214,46,0.797,1,0.0,0,126.0,0.0
215,47,0.8,0,0.0,1,0.0,117.0
216,48,0.82,1,0.0,0,100.5,0.0
217,49,0.8270000000000001,1,0.0,0,86.0,0.0
218,50,0.8320000000000001,0,0.0,1,0.0,80.0
219,51,0.835,1,0.0,0,75.0,0.0
220,52,0.836,1,0.0,0,75.0,0.0
221,53,0.8220000000000001,1,0.0,0,84.0,0.0
222,54,0.797,1,0.0,0,84.0,0.0
223,55,0.7829999999999999,0,0.081,1,0.0,98.0
224,56,0.83,1,0.298,0,112.0,0.0
225,57,0.856,1,0.47,0,121.5,0.0
226,58,0.8490000000000001,1,0.551,0,131.5,0.0
227,59,0.84,1,0.564,0,114.0,0.0
228,60,0.8290000000000001,0,0.5770000000000001,1,0.0,93.0
229,61,0.8170000000000001,0,0.52,1,0.0,92.0
230,62,0.8079999999999999,1,0.368,0,152.0,0.0
231,63,0.8009999999999999,0,0.212,1,0.0,408.0
232,64,0.7829999999999999,1,0.08800000000000001,0,428.0,0.0
233,65,0.75,1,0.0,0,182.0,0.0
234,66,0.7240000000000001,1,0.0,0,168.0,0.0
235,67,0.713,1,0.0,0,559.0,0.0
236,68,0.705,1,0.0,0,194.0,0.0
237,69,0.6970000000000001,0,0.0,1,0.0,134.0
238,70,0.674,1,0.0,0,114.0,0.0
239,71,0.64,1,0.0,0,99.0,0.0
240,72,0.605,1,0.0,0,87.0,0.0
241,73,0.575,1,0.0,0,103.0,0.0
242,74,0.5539999999999999,1,0.0,0,88.5,0.0
243,75,0.5329999999999999,0,0.0,1,0.0,75.0
244,76,0.515,1,0.0,0,75.0,0.0
245,77,0.459,1,0.0,0,78.0,0.0
246,78,0.413,1,0.0,0,81.0,0.0
247,79,0.391,1,0.093,0,98.0,0.0
248,80,0.49,1,0.279,0,504.5,0.0
249,81,0.541,0,0.383,1,0.0,93.0
250,82,0.521,0,0.3,1,0.0,105.0
251,83,0.4920000000000001,1,0.241,0,142.0,0.0
252,84,0.465,0,0.269,1,0.0,161.0
253,85,0.443,1,0.52,0,126.0,0.0
254,86,0.428,1,0.199,0,660.0,0.0
255,87,0.41,1,0.07400000000000001,0,411.0,0.0
256,88,0.38,1,0.027000000000000003,0,136.0,0.0
257,89,0.35,1,0.0,0,139.0,0.0
258,90,0.341,1,0.0,0,182.0,0.0
259,91,0.315,0,0.0,1,0.0,443.0
260,92,0.294,0,0.0,1,0.0,240.5
261,93,0.271,0,0.0,1,0.0,139.5
262,94,0.264,1,0.0,0,93.0,0.0
263,95,0.26,1,0.0,0,96.0,0.0
264,96,0.26,0,0.0,1,0.0,75.0
265,97,0.263,0,0.0,1,0.0,83.0
266,98,0.265,1,0.0,0,81.0,0.0
267,99,0.271,1,0.0,0,78.0,0.0
268,100,0.275,1,0.0,0,81.0,0.0
269,101,0.268,0,0.0,1,0.0,81.0
270,102,0.262,1,0.0,0,96.0,0.0
271,103,0.256,1,0.119,0,100.5,0.0
272,104,0.335,1,0.35600000000000004,0,127.0,0.0
273,105,0.395,1,0.561,0,137.0,0.0
274,106,0.409,0,0.691,1,0.0,140.0
275,107,0.425,1,0.758,0,108.0,0.0
276,108,0.451,1,0.765,0,139.0,0.0
277,109,0.482,0,0.715,1,0.0,172.0
278,110,0.513,0,0.603,1,0.0,669.5
279,111,0.52,1,0.412,0,390.5,0.0
280,112,0.475,1,0.168,0,141.5,0.0
281,113,0.389,1,0.002,0,144.5,0.0
282,114,0.342,0,0.0,1,0.0,153.0
283,115,0.318,0,0.0,1,0.0,381.0
284,116,0.284,1,0.0,0,379.0,0.0
285,117,0.257,1,0.0,0,131.0,0.0
286,118,0.243,1,0.0,0,108.0,0.0
287,119,0.28800000000000003,0,0.0,1,0.0,105.0
288,120,0.307,1,0.0,0,90.0,0.0
289,121,0.307,1,0.0,0,87.0,0.0
290,122,0.298,0,0.0,1,0.0,81.0
291,123,0.315,1,0.0,0,75.0,0.0
292,124,0.302,0,0.0,1,0.0,81.0
293,125,0.29100000000000004,1,0.0,0,78.0,0.0
294,126,0.274,1,0.0,0,84.0,0.0
295,127,0.235,1,0.116,0,340.0,0.0
296,128,0.249,0,0.35100000000000003,1,0.0,593.0
297,129,0.267,0,0.55,1,0.0,87.0
298,130,0.256,0,0.677,1,0.0,90.0
299,131,0.253,0,0.741,1,0.0,107.0
300,132,0.262,0,0.731,1,0.0,124.5
301,133,0.285,1,0.68,0,143.5,0.0
302,134,0.326,1,0.568,0,171.0,0.0
303,135,0.3670000000000001,0,0.35100000000000003,1,0.0,223.0
304,136,0.386,1,0.128,0,247.0,0.0
305,137,0.403,1,0.001,0,157.0,0.0
306,138,0.408,1,0.0,0,165.5,0.0
307,139,0.404,1,0.0,0,590.5,0.0
308,140,0.391,1,0.0,0,428.0,0.0
309,141,0.382,0,0.0,1,0.0,136.5
310,142,0.374,1,0.0,0,102.0,0.0
311,143,0.377,1,0.0,0,73.5,0.0
312,144,0.397,1,0.0,0,75.0,0.0
313,145,0.399,0,0.0,1,0.0,80.0
314,146,0.404,1,0.0,0,83.5,0.0
315,147,0.404,1,0.0,0,81.0,0.0
316,148,0.395,1,0.0,0,75.0,0.0
317,149,0.393,1,0.0,0,78.0,0.0
318,150,0.391,1,0.0,0,81.0,0.0
319,151,0.379,0,0.097,1,0.0,96.0
320,152,0.419,1,0.317,0,111.0,0.0
321,153,0.461,1,0.498,0,120.0,0.0
322,154,0.511,0,0.626,1,0.0,123.0
323,155,0.57,1,0.6920000000000001,0,101.5,0.0
324,156,0.616,1,0.726,0,94.0,0.0
325,157,0.638,1,0.674,0,75.0,0.0
326,158,0.652,1,0.564,0,347.5,0.0
327,159,0.654,0,0.383,1,0.0,629.5
328,160,0.639,1,0.15,0,353.5,0.0
329,161,0.584,1,0.002,0,180.5,0.0
330,162,0.527,1,0.0,0,146.0,0.0
331,163,0.507,1,0.0,0,541.5,0.0
332,164,0.494,0,0.0,1,0.0,160.0
333,165,0.498,1,0.0,0,313.5,0.0
334,166,0.493,1,0.0,0,105.0,0.0
335,167,0.498,0,0.0,1,0.0,108.0
336,0,0.847,1,0.0,0,75.0,0.0
337,1,0.794,1,0.0,0,80.5,0.0
338,2,0.752,1,0.0,0,91.5,0.0
339,3,0.718,1,0.0,0,81.0,0.0
340,4,0.6890000000000001,1,0.0,0,81.0,0.0
341,5,0.664,1,0.0,0,78.0,0.0
342,6,0.649,1,0.0,0,84.0,0.0
343,7,0.627,1,0.122,0,105.0,0.0
344,8,0.628,1,0.359,0,123.0,0.0
345,9,0.6509999999999999,0,0.556,1,0.0,114.0
346,10,0.71,0,0.6779999999999999,1,0.0,125.0
347,11,0.805,1,0.7390000000000001,0,120.5,0.0
348,12,0.8909999999999999,1,0.735,0,129.0,0.0
349,13,0.941,1,0.6809999999999999,0,160.0,0.0
350,14,0.966,0,0.5670000000000001,1,0.0,135.0
351,15,0.972,1,0.364,0,437.0,0.0
352,16,0.972,1,0.139,0,395.0,0.0
353,17,0.97,1,0.001,0,125.0,0.0
354,18,0.971,1,0.0,0,99.0,0.0
355,19,0.971,1,0.0,0,607.5,0.0
356,20,0.977,1,0.0,0,430.0,0.0
357,21,0.982,1,0.0,0,84.5,0.0
358,22,0.983,1,0.0,0,111.0,0.0
359,23,0.984,1,0.0,0,105.0,0.0
360,24,0.983,1,0.0,0,75.0,0.0
361,25,0.98,1,0.0,0,81.0,0.0
362,26,0.975,1,0.0,0,81.0,0.0
363,27,0.968,1,0.0,0,84.0,0.0
364,28,0.961,1,0.0,0,87.0,0.0
365,29,0.948,0,0.0,1,0.0,81.0
366,30,0.934,1,0.0,0,355.0,0.0
367,31,0.933,1,0.128,0,358.0,0.0
368,32,0.948,1,0.381,0,104.0,0.0
369,33,0.962,1,0.574,0,103.0,0.0
370,34,0.968,0,0.696,1,0.0,98.0
371,35,0.973,1,0.757,0,104.5,0.0
372,36,0.972,1,0.736,0,127.0,0.0
373,37,0.965,1,0.6829999999999999,0,128.5,0.0
374,38,0.954,1,0.57,0,162.5,0.0
375,39,0.943,1,0.39,0,196.0,0.0
376,40,0.924,1,0.155,0,173.0,0.0
377,41,0.889,1,0.002,0,184.5,0.0
378,42,0.847,1,0.0,0,185.0,0.0
379,43,0.82,0,0.0,1,0.0,347.0
380,44,0.807,0,0.0,1,0.0,198.5
381,45,0.8029999999999999,1,0.0,0,342.5,0.0
382,46,0.797,1,0.0,0,126.0,0.0
383,47,0.8,1,0.0,0,117.0,0.0
384,48,0.82,1,0.0,0,100.5,0.0
385,49,0.8270000000000001,0,0.0,1,0.0,86.0
386,50,0.8320000000000001,1,0.0,0,80.0,0.0
387,51,0.835,1,0.0,0,75.0,0.0
388,52,0.836,1,0.0,0,75.0,0.0
389,53,0.8220000000000001,1,0.0,0,84.0,0.0
390,54,0.797,1,0.0,0,84.0,0.0
391,55,0.7829999999999999,1,0.136,0,98.0,0.0
392,56,0.83,1,0.387,0,112.0,0.0
393,57,0.856,1,0.581,0,121.5,0.0
394,58,0.8490000000000001,0,0.701,1,0.0,131.5
395,59,0.84,0,0.758,1,0.0,114.0
396,60,0.8290000000000001,1,0.754,0,93.0,0.0
397,61,0.8170000000000001,1,0.7,0,92.0,0.0
398,62,0.8079999999999999,0,0.586,1,0.0,152.0
399,63,0.8009999999999999,1,0.402,0,408.0,0.0
400,64,0.7829999999999999,1,0.165,0,428.0,0.0
401,65,0.75,1,0.003,0,182.0,0.0
402,66,0.7240000000000001,1,0.0,0,168.0,0.0
403,67,0.713,1,0.0,0,559.0,0.0
404,68,0.705,1,0.0,0,194.0,0.0
405,69,0.6970000000000001,0,0.0,1,0.0,134.0
406,70,0.674,1,0.0,0,114.0,0.0
407,71,0.64,1,0.0,0,99.0,0.0
408,72,0.605,1,0.0,0,87.0,0.0
409,73,0.575,1,0.0,0,103.0,0.0
410,74,0.5539999999999999,1,0.0,0,88.5,0.0
411,75,0.5329999999999999,0,0.0,1,0.0,75.0
412,76,0.515,0,0.0,1,0.0,75.0
413,77,0.459,0,0.0,1,0.0,78.0
414,78,0.413,1,0.0,0,81.0,0.0
415,79,0.391,1,0.126,0,98.0,0.0
416,80,0.49,1,0.3670000000000001,0,504.5,0.0
417,81,0.541,0,0.5539999999999999,1,0.0,93.0
418,82,0.521,1,0.672,0,105.0,0.0
419,83,0.4920000000000001,1,0.733,0,142.0,0.0
420,84,0.465,1,0.7340000000000001,0,161.0,0.0
421,85,0.443,0,0.6759999999999999,1,0.0,126.0
422,86,0.428,1,0.563,0,660.0,0.0
423,87,0.41,1,0.39,0,411.0,0.0
424,88,0.38,1,0.155,0,136.0,0.0
425,89,0.35,1,0.001,0,139.0,0.0
426,90,0.341,1,0.0,0,182.0,0.0
427,91,0.315,0,0.0,1,0.0,443.0
428,92,0.294,1,0.0,0,240.5,0.0
429,93,0.271,1,0.0,0,139.5,0.0
430,94,0.264,1,0.0,0,93.0,0.0
431,95,0.26,1,0.0,0,96.0,0.0
432,96,0.26,0,0.0,1,0.0,75.0
433,97,0.263,1,0.0,0,83.0,0.0
434,98,0.265,1,0.0,0,81.0,0.0
435,99,0.271,1,0.0,0,78.0,0.0
436,100,0.275,1,0.0,0,81.0,0.0
437,101,0.268,0,0.0,1,0.0,81.0
438,102,0.262,1,0.0,0,96.0,0.0
439,103,0.256,0,0.104,1,0.0,100.5
440,104,0.335,1,0.339,0,127.0,0.0
441,105,0.395,1,0.575,0,137.0,0.0
442,106,0.409,1,0.6970000000000001,0,140.0,0.0
443,107,0.425,1,0.757,0,108.0,0.0
444,108,0.451,1,0.7659999999999999,0,139.0,0.0
445,109,0.482,0,0.7170000000000001,1,0.0,172.0
446,110,0.513,1,0.607,0,669.5,0.0
447,111,0.52,1,0.4370000000000001,0,390.5,0.0
448,112,0.475,0,0.196,1,0.0,141.5
449,113,0.389,1,0.005,0,144.5,0.0
450,114,0.342,0,0.0,1,0.0,153.0
451,115,0.318,1,0.0,0,381.0,0.0
452,116,0.284,0,0.0,1,0.0,379.0
453,117,0.257,1,0.0,0,131.0,0.0
454,118,0.243,1,0.0,0,108.0,0.0
455,119,0.28800000000000003,1,0.0,0,105.0,0.0
456,120,0.307,1,0.0,0,90.0,0.0
457,121,0.307,1,0.0,0,87.0,0.0
458,122,0.298,0,0.0,1,0.0,81.0
459,123,0.315,1,0.0,0,75.0,0.0
460,124,0.302,1,0.0,0,81.0,0.0
461,125,0.29100000000000004,1,0.0,0,78.0,0.0
462,126,0.274,1,0.0,0,84.0,0.0
463,127,0.235,0,0.155,1,0.0,340.0
464,128,0.249,1,0.412,0,593.0,0.0
465,129,0.267,1,0.604,0,87.0,0.0
466,130,0.256,1,0.7240000000000001,0,90.0,0.0
467,131,0.253,0,0.7829999999999999,1,0.0,107.0
468,132,0.262,1,0.782,0,124.5,0.0
469,133,0.285,0,0.732,1,0.0,143.5
470,134,0.326,1,0.624,0,171.0,0.0
471,135,0.3670000000000001,1,0.443,0,223.0,0.0
472,136,0.386,0,0.201,1,0.0,247.0
473,137,0.403,1,0.005,0,157.0,0.0
474,138,0.408,1,0.0,0,165.5,0.0
475,139,0.404,1,0.0,0,590.5,0.0
476,140,0.391,0,0.0,1,0.0,428.0
477,141,0.382,1,0.0,0,136.5,0.0
478,142,0.374,1,0.0,0,102.0,0.0
479,143,0.377,1,0.0,0,73.5,0.0
480,144,0.397,1,0.0,0,75.0,0.0
481,145,0.399,0,0.0,1,0.0,80.0
482,146,0.404,1,0.0,0,83.5,0.0
483,147,0.404,1,0.0,0,81.0,0.0
484,148,0.395,1,0.0,0,75.0,0.0
485,149,0.393,1,0.0,0,78.0,0.0
486,150,0.391,1,0.0,0,81.0,0.0
487,151,0.379,1,0.108,0,96.0,0.0
488,152,0.419,1,0.386,0,111.0,0.0
489,153,0.461,1,0.545,0,120.0,0.0
490,154,0.511,0,0.622,1,0.0,123.0
491,155,0.57,0,0.6629999999999999,1,0.0,101.5
492,156,0.616,0,0.731,1,0.0,94.0
493,157,0.638,1,0.674,0,75.0,0.0
494,158,0.652,1,0.521,0,347.5,0.0
495,159,0.654,0,0.343,1,0.0,629.5
496,160,0.639,1,0.154,0,353.5,0.0
497,161,0.584,1,0.003,0,180.5,0.0
498,162,0.527,1,0.0,0,146.0,0.0
499,163,0.507,1,0.0,0,541.5,0.0
500,164,0.494,0,0.0,1,0.0,160.0
501,165,0.498,1,0.0,0,313.5,0.0
502,166,0.493,1,0.0,0,105.0,0.0
503,167,0.498,1,0.0,0,108.0,0.0
504,0,0.847,1,0.0,0,75.0,0.0
505,1,0.794,0,0.0,1,0.0,80.5
506,2,0.752,1,0.0,0,91.5,0.0
507,3,0.718,1,0.0,0,81.0,0.0
508,4,0.6890000000000001,0,0.0,1,0.0,81.0
509,5,0.664,1,0.0,0,78.0,0.0
510,6,0.649,1,0.0,0,84.0,0.0
511,7,0.627,1,0.112,0,105.0,0.0
512,8,0.628,0,0.32,1,0.0,123.0
513,9,0.6509999999999999,1,0.48,0,114.0,0.0
514,10,0.71,1,0.619,0,125.0,0.0
515,11,0.805,1,0.6609999999999999,0,120.5,0.0
516,12,0.8909999999999999,0,0.63,1,0.0,129.0
517,13,0.941,1,0.5920000000000001,0,160.0,0.0
518,14,0.966,1,0.539,0,135.0,0.0
519,15,0.972,0,0.368,1,0.0,437.0
520,16,0.972,1,0.149,0,395.0,0.0
521,17,0.97,1,0.003,0,125.0,0.0
522,18,0.971,1,0.0,0,99.0,0.0
523,19,0.971,1,0.0,0,607.5,0.0
524,20,0.977,1,0.0,0,430.0,0.0
525,21,0.982,0,0.0,1,0.0,84.5
526,22,0.983,1,0.0,0,111.0,0.0
527,23,0.984,1,0.0,0,105.0,0.0
528,24,0.983,0,0.0,1,0.0,75.0
529,25,0.98,1,0.0,0,81.0,0.0
530,26,0.975,1,0.0,0,81.0,0.0
531,27,0.968,1,0.0,0,84.0,0.0
532,28,0.961,0,0.0,1,0.0,87.0
533,29,0.948,1,0.0,0,81.0,0.0
534,30,0.934,1,0.0,0,355.0,0.0
535,31,0.933,1,0.077,0,358.0,0.0
536,32,0.948,1,0.28,0,104.0,0.0
537,33,0.962,0,0.5,1,0.0,103.0
538,34,0.968,1,0.654,0,98.0,0.0
539,35,0.973,0,0.725,1,0.0,104.5
540,36,0.972,0,0.726,1,0.0,127.0
541,37,0.965,1,0.674,0,128.5,0.0
542,38,0.954,0,0.563,1,0.0,162.5
543,39,0.943,0,0.388,1,0.0,196.0
544,40,0.924,1,0.16399999999999998,0,173.0,0.0
545,41,0.889,1,0.004,0,184.5,0.0
546,42,0.847,1,0.0,0,185.0,0.0
547,43,0.82,0,0.0,1,0.0,347.0
548,44,0.807,1,0.0,0,198.5,0.0
549,45,0.8029999999999999,1,0.0,0,342.5,0.0
550,46,0.797,1,0.0,0,126.0,0.0
551,47,0.8,1,0.0,0,117.0,0.0
552,48,0.82,0,0.0,1,0.0,100.5
553,49,0.8270000000000001,1,0.0,0,86.0,0.0
554,50,0.8320000000000001,0,0.0,1,0.0,80.0
